

Run Date,Action,Symbol,Description,Type,Price ($),Quantity,Commission ($),Fees ($),Accrued Interest ($),Amount ($),Cash Balance ($),Settlement Date
02/05/2026,"YOU BOUGHT INCYTE CORP (INCY) (Cash)",INCY,"INCYTE CORP",Cash,104.63,143,,,,-14961.38,427755.47,02/06/2026
02/05/2026,"YOU BOUGHT INCYTE CORP (INCY) (Cash)",INCY,"INCYTE CORP",Cash,104.63,0.697,,,,-72.92,442716.85,02/06/2026
02/05/2026,"YOU BOUGHT HUNTINGTON INGALLS INDUSTRIES INC (HII) (Cash)",HII,"HUNTINGTON INGALLS INDUSTRIES INC",Cash,373.92,36,,,,-13461.28,442789.77,02/06/2026
02/05/2026,"YOU BOUGHT HUNTINGTON INGALLS INDUSTRIES INC (HII) (Cash)",HII,"HUNTINGTON INGALLS INDUSTRIES INC",Cash,373.71,0.704,,,,-263.09,456251.05,02/06/2026
02/05/2026,"YOU BOUGHT GOLDMAN SACHS GROUP INC COM USD0.01 (GS) (Cash)",GS,"GOLDMAN SACHS GROUP INC COM USD0.01",Cash,880.73,11,,,,-9688.03,456514.14,02/06/2026
02/05/2026,"YOU BOUGHT GOLDMAN SACHS GROUP INC COM USD0.01 (GS) (Cash)",GS,"GOLDMAN SACHS GROUP INC COM USD0.01",Cash,880.73,0.804,,,,-708.11,466202.17,02/06/2026
02/05/2026,"YOU BOUGHT GENERAL MTRS CO COM (GM) (Cash)",GM,"GENERAL MTRS CO COM",Cash,84.26,123,,,,-10363.98,466910.28,02/06/2026
02/05/2026,"YOU BOUGHT GENERAL MTRS CO COM (GM) (Cash)",GM,"GENERAL MTRS CO COM",Cash,84.26,0.559,,,,-47.1,477274.26,02/06/2026
02/05/2026,"YOU BOUGHT GE VERNOVA INC COM (GEV) (Cash)",GEV,"GE VERNOVA INC COM",Cash,730.73,33,,,,-24113.93,477321.36,02/06/2026
02/05/2026,"YOU BOUGHT GE VERNOVA INC COM (GEV) (Cash)",GEV,"GE VERNOVA INC COM",Cash,730.65,0.416,,,,-303.95,501435.29,02/06/2026
02/05/2026,"YOU BOUGHT FORD MTR CO DEL COM (F) (Cash)",F,"FORD MTR CO DEL COM",Cash,13.65,1316,,,,-17956.82,501739.24,02/06/2026
02/05/2026,"YOU BOUGHT FORD MTR CO DEL COM (F) (Cash)",F,"FORD MTR CO DEL COM",Cash,13.65,0.196,,,,-2.67,519696.06,02/06/2026
02/05/2026,"YOU BOUGHT FIRST SOLAR INC (FSLR) (Cash)",FSLR,"FIRST SOLAR INC",Cash,234.36,92,,,,-21561.23,519698.73,02/06/2026
02/05/2026,"YOU BOUGHT FIRST SOLAR INC (FSLR) (Cash)",FSLR,"FIRST SOLAR INC",Cash,234.69,0.36,,,,-84.49,541259.96,02/06/2026
02/05/2026,"YOU BOUGHT EXPEDIA GROUP INC (EXPE) (Cash)",EXPE,"EXPEDIA GROUP INC",Cash,234.99,43,,,,-10104.53,541344.45,02/06/2026
02/05/2026,"YOU BOUGHT EXPEDIA GROUP INC (EXPE) (Cash)",EXPE,"EXPEDIA GROUP INC",Cash,234.53,2,,,,-469.06,551448.98,02/06/2026
02/05/2026,"YOU BOUGHT EXPEDIA GROUP INC (EXPE) (Cash)",EXPE,"EXPEDIA GROUP INC",Cash,234.06,0.643,,,,-150.5,551918.04,02/06/2026
02/05/2026,"YOU BOUGHT EQT CORP COM (EQT) (Cash)",EQT,"EQT CORP COM",Cash,54.2,325,,,,-17615,552068.54,02/06/2026
02/05/2026,"YOU BOUGHT EQT CORP COM (EQT) (Cash)",EQT,"EQT CORP COM",Cash,54.21,0.132,,,,-7.16,569683.54,02/06/2026
02/05/2026,"YOU BOUGHT DOLLAR TREE INC (DLTR) (Cash)",DLTR,"DOLLAR TREE INC",Cash,120.29,91,,,,-10945.98,569690.70,02/06/2026
02/05/2026,"YOU BOUGHT DOLLAR TREE INC (DLTR) (Cash)",DLTR,"DOLLAR TREE INC",Cash,120.3,0.234,,,,-28.15,580636.68,02/06/2026
02/05/2026,"YOU BOUGHT DOLLAR GEN CORP NEW COM (DG) (Cash)",DG,"DOLLAR GEN CORP NEW COM",Cash,147.1,93,,,,-13680.3,580664.83,02/06/2026
02/05/2026,"YOU BOUGHT DOLLAR GEN CORP NEW COM (DG) (Cash)",DG,"DOLLAR GEN CORP NEW COM",Cash,147.2,0.299,,,,-44.01,594345.13,02/06/2026
02/05/2026,"YOU BOUGHT CORNING INC (GLW) (Cash)",GLW,"CORNING INC",Cash,110.33,99,,,,-10922.18,594389.14,02/06/2026
02/05/2026,"YOU BOUGHT CORNING INC (GLW) (Cash)",GLW,"CORNING INC",Cash,110.33,0.358,,,,-39.5,605311.32,02/06/2026
02/05/2026,"YOU BOUGHT COINBASE GLOBAL, INC. CLASS A COMMON... (COIN) (Cash)",COIN,"COINBASE GLOBAL, INC. CLASS A COMMON ST",Cash,153.28,125,,,,-19159.38,605350.82,02/06/2026
02/05/2026,"YOU BOUGHT COINBASE GLOBAL, INC. CLASS A COMMON... (COIN) (Cash)",COIN,"COINBASE GLOBAL, INC. CLASS A COMMON ST",Cash,153.28,0.054,,,,-8.28,624510.20,02/06/2026
02/05/2026,"YOU BOUGHT CITIZENS FINL GROUP INC COM (CFG) (Cash)",CFG,"CITIZENS FINL GROUP INC COM",Cash,65.91,173,,,,-11401.57,624518.48,02/06/2026
02/05/2026,"YOU BOUGHT CITIZENS FINL GROUP INC COM (CFG) (Cash)",CFG,"CITIZENS FINL GROUP INC COM",Cash,65.91,0.123,,,,-8.11,635920.05,02/06/2026
02/05/2026,"YOU BOUGHT CITIGROUP INC (C) (Cash)",C,"CITIGROUP INC",Cash,113.14,114,,,,-12897.73,635928.16,02/06/2026
02/05/2026,"YOU BOUGHT CITIGROUP INC (C) (Cash)",C,"CITIGROUP INC",Cash,113.14,0.153,,,,-17.31,648825.89,02/06/2026
02/05/2026,"YOU BOUGHT EXPAND ENERGY CORPORATION COMMON STOCK (EXE) (Cash)",EXE,"EXPAND ENERGY CORPORATION COMMON STOCK",Cash,108.64,265,,,,-28788.28,648843.20,02/06/2026
02/05/2026,"YOU BOUGHT EXPAND ENERGY CORPORATION COMMON STOCK (EXE) (Cash)",EXE,"EXPAND ENERGY CORPORATION COMMON STOCK",Cash,108.77,0.64,,,,-69.61,677631.48,02/06/2026
02/05/2026,"YOU BOUGHT CENTENE CORP (CNC) (Cash)",CNC,"CENTENE CORP",Cash,40.34,311,,,,-12546.83,677701.09,02/06/2026
02/05/2026,"YOU BOUGHT CENTENE CORP (CNC) (Cash)",CNC,"CENTENE CORP",Cash,40.35,0.234,,,,-9.44,690247.92,02/06/2026
02/05/2026,"YOU BOUGHT CAPITAL ONE FINANCIAL CORP COM USD0.01 (COF) (Cash)",COF,"CAPITAL ONE FINANCIAL CORP COM USD0.01",Cash,217.51,54,,,,-11745.27,690257.36,02/06/2026
02/05/2026,"YOU BOUGHT CAPITAL ONE FINANCIAL CORP COM USD0.01 (COF) (Cash)",COF,"CAPITAL ONE FINANCIAL CORP COM USD0.01",Cash,217.51,0.053,,,,-11.53,702002.63,02/06/2026
02/05/2026,"YOU BOUGHT BROADCOM INC COM (AVGO) (Cash)",AVGO,"BROADCOM INC COM",Cash,312.7,36,,,,-11257.02,702014.16,02/06/2026
02/05/2026,"YOU BOUGHT BROADCOM INC COM (AVGO) (Cash)",AVGO,"BROADCOM INC COM",Cash,312.7,0.927,,,,-289.87,713271.18,02/06/2026
02/05/2026,"YOU BOUGHT BOEING CO (BA) (Cash)",BA,"BOEING CO",Cash,234.1,66,,,,-15450.6,713561.05,02/06/2026
02/05/2026,"YOU BOUGHT BOEING CO (BA) (Cash)",BA,"BOEING CO",Cash,233.78,0.773,,,,-180.71,729011.65,02/06/2026
02/05/2026,"YOU BOUGHT AMPHENOL CORP CLASS A COM USD0.001 (APH) (Cash)",APH,"AMPHENOL CORP CLASS A COM USD0.001",Cash,127.67,161,,,,-20554.87,729192.36,02/06/2026
02/05/2026,"YOU BOUGHT AMPHENOL CORP CLASS A COM USD0.001 (APH) (Cash)",APH,"AMPHENOL CORP CLASS A COM USD0.001",Cash,127.71,0.8,,,,-102.17,749747.23,02/06/2026
02/05/2026,"YOU BOUGHT AMERICAN INTERNATIONAL GROUP INC (AIG) (Cash)",AIG,"AMERICAN INTERNATIONAL GROUP INC",Cash,76.1,142,,,,-10806.2,749849.40,02/06/2026
02/05/2026,"YOU BOUGHT AMERICAN INTERNATIONAL GROUP INC (AIG) (Cash)",AIG,"AMERICAN INTERNATIONAL GROUP INC",Cash,76.15,0.776,,,,-59.09,760655.60,02/06/2026
02/05/2026,"YOU BOUGHT ALLSTATE CORP COM USD0.01 (ALL) (Cash)",ALL,"ALLSTATE CORP COM USD0.01",Cash,215.1,67,,,,-14411.7,760714.69,02/06/2026
02/05/2026,"YOU BOUGHT ALLSTATE CORP COM USD0.01 (ALL) (Cash)",ALL,"ALLSTATE CORP COM USD0.01",Cash,215.55,0.529,,,,-114.03,775126.39,02/06/2026
02/05/2026,"YOU BOUGHT ADVANCED MICRO DEVICES INC (AMD) (Cash)",AMD,"ADVANCED MICRO DEVICES INC",Cash,192.12,81,,,,-15561.4,775240.42,02/06/2026
02/05/2026,"YOU BOUGHT ADVANCED MICRO DEVICES INC (AMD) (Cash)",AMD,"ADVANCED MICRO DEVICES INC",Cash,192.12,0.308,,,,-59.17,790801.82,02/06/2026
02/05/2026,"YOU BOUGHT AFLAC INC COM (AFL) (Cash)",AFL,"AFLAC INC COM",Cash,118.13,214,,,,-25279.82,790860.99,02/06/2026
02/05/2026,"YOU BOUGHT AFLAC INC COM (AFL) (Cash)",AFL,"AFLAC INC COM",Cash,118.17,0.216,,,,-25.52,816140.81,02/06/2026
02/05/2026,"YOU BOUGHT BUNGE GLOBAL SA COM USD0.01 (BG) (Cash)",BG,"BUNGE GLOBAL SA COM USD0.01",Cash,114.28,91,,,,-10399.47,816166.33,02/06/2026
02/05/2026,"YOU BOUGHT BUNGE GLOBAL SA COM USD0.01 (BG) (Cash)",BG,"BUNGE GLOBAL SA COM USD0.01",Cash,114.14,0.743,,,,-84.81,826565.80,02/06/2026
02/05/2026,"YOU BOUGHT TE CONNECTIVITY PLC COM USD0.01 (TEL) (Cash)",TEL,"TE CONNECTIVITY PLC COM USD0.01",Cash,207.24,49,,,,-10154.76,826650.61,02/06/2026
02/05/2026,"YOU BOUGHT TE CONNECTIVITY PLC COM USD0.01 (TEL) (Cash)",TEL,"TE CONNECTIVITY PLC COM USD0.01",Cash,206.81,0.721,,,,-149.11,836805.37,02/06/2026
02/05/2026,"YOU BOUGHT SEAGATE TECHNOLOGY HLDGS PUB LTD CO ... (STX) (Cash)",STX,"SEAGATE TECHNOLOGY HLDGS PUB LTD CO SEA",Cash,402.44,55,,,,-22133.93,836954.48,02/06/2026
02/05/2026,"YOU BOUGHT SEAGATE TECHNOLOGY HLDGS PUB LTD CO ... (STX) (Cash)",STX,"SEAGATE TECHNOLOGY HLDGS PUB LTD CO SEA",Cash,402.44,0.465,,,,-187.13,859088.41,02/06/2026
02/05/2026,"YOU BOUGHT INVESCO LTD (IVZ) (Cash)",IVZ,"INVESCO LTD",Cash,26.04,706,,,,-18384.24,859275.54,02/06/2026
02/05/2026,"YOU BOUGHT INVESCO LTD (IVZ) (Cash)",IVZ,"INVESCO LTD",Cash,26.04,100,,,,-2604,877659.78,02/06/2026
02/05/2026,"YOU BOUGHT INVESCO LTD (IVZ) (Cash)",IVZ,"INVESCO LTD",Cash,26.04,0.547,,,,-14.24,880263.78,02/06/2026
02/05/2026,"YOU BOUGHT AMCOR PLC ORD USD0.05 (REV SPT) (AMCR) (Cash)",AMCR,"AMCOR PLC ORD USD0.05 (REV SPT)",Cash,47.41,254,,,,-12040.88,880278.02,02/06/2026
02/05/2026,"YOU BOUGHT AMCOR PLC ORD USD0.05 (REV SPT) (AMCR) (Cash)",AMCR,"AMCOR PLC ORD USD0.05 (REV SPT)",Cash,47.4,0.764,,,,-36.21,892318.90,02/06/2026
01/30/2026,"REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,1,172.13,,,,-172.13,892355.11,
01/30/2026,"DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,,0.000,,,,172.13,892355.11,
01/29/2026,"YOU SOLD SPDR SERIES TRUST STATE STREET PORTF... (SPYG) (Cash)",SPYG,"SPDR SERIES TRUST STATE STREET PORTFOLI",Cash,107.4,-0.365,,,,39.2,892182.98,01/30/2026
01/29/2026,"YOU SOLD SPDR SERIES TRUST STATE STREET PORTF... (SPYG) (Cash)",SPYG,"SPDR SERIES TRUST STATE STREET PORTFOLI",Cash,107.4,-2838,,,,304787.01,892143.78,01/30/2026
01/29/2026,"YOU SOLD ISHARES TR MSCI USA MMENTM (MTUM) (Cash)",MTUM,"ISHARES TR MSCI USA MMENTM",Cash,259.27,-0.988,,,,256.15,587356.77,01/30/2026
01/29/2026,"YOU SOLD ISHARES TR MSCI USA MMENTM (MTUM) (Cash)",MTUM,"ISHARES TR MSCI USA MMENTM",Cash,259.23,-1189,,,,308224.83,587100.62,01/30/2026
01/29/2026,"YOU SOLD INVESCO EXCHANGE TRADED FD TR S&P500... (SPHQ) (Cash)",SPHQ,"INVESCO EXCHANGE TRADED FD TR S&P500 QU",Cash,78.18,-0.5,,,,39.09,278875.79,01/30/2026
01/29/2026,"YOU SOLD INVESCO EXCHANGE TRADED FD TR S&P500... (SPHQ) (Cash)",SPHQ,"INVESCO EXCHANGE TRADED FD TR S&P500 QU",Cash,78.17,-3523,,,,275392.91,278836.70,01/30/2026



"The data and information in this spreadsheet is provided to you solely for your use and is not for distribution. The spreadsheet is provided for"
"informational purposes only, and is not intended to provide advice, nor should it be construed as an offer to sell, a solicitation of an offer to buy or a"
"recommendation for any security or insurance product by Fidelity or any third party. Data and information shown is based on information known to Fidelity as of the date it was"
"exported and is subject to change. It should not be used in place of your account statements or trade confirmations and is not intended for tax reporting"
"purposes. For more information on the data included in this spreadsheet, including any limitations thereof, go to Fidelity.com."

"Brokerage services are provided by Fidelity Brokerage Services LLC (FBS), 900 Salem Street, Smithfield, RI 02917. Custody and other services provided by National"
"Financial Services LLC (NFS). Both are Fidelity Investment companies and members SIPC, NYSE. Insurance products at Fidelity are distributed by"
"Fidelity Insurance Agency, Inc., and, for certain products, by Fidelity Brokerage Services, Member NYSE, SIPC."

Date downloaded 03/23/2026 9:28 pm
